,Generator,Time,Value,Zones,Type,$/MWh
0,BradleyEnergyCenterUNIT4,1,0.0,CT,Gas,19.471804288447856
1,BradleyEnergyCenterUNIT4,2,0.0,CT,Gas,19.471804288447856
2,BradleyEnergyCenterUNIT4,3,0.0,CT,Gas,19.471804288447856
3,BradleyEnergyCenterUNIT4,4,0.0,CT,Gas,19.471804288447856
4,BradleyEnergyCenterUNIT4,5,0.0,CT,Gas,19.471804288447856
5,BradleyEnergyCenterUNIT4,6,0.0,CT,Gas,19.471804288447856
6,BradleyEnergyCenterUNIT4,7,0.0,CT,Gas,19.471804288447856
7,BradleyEnergyCenterUNIT4,8,0.0,CT,Gas,19.471804288447856
8,BradleyEnergyCenterUNIT4,9,0.0,CT,Gas,19.471804288447856
9,BradleyEnergyCenterUNIT4,10,0.0,CT,Gas,19.471804288447856
10,BradleyEnergyCenterUNIT4,11,0.0,CT,Gas,19.471804288447856
11,BradleyEnergyCenterUNIT4,12,0.0,CT,Gas,19.471804288447856
12,BradleyEnergyCenterUNIT4,13,0.0,CT,Gas,19.471804288447856
13,BradleyEnergyCenterUNIT4,14,0.0,CT,Gas,19.471804288447856
14,BradleyEnergyCenterUNIT4,15,0.0,CT,Gas,19.471804288447856
15,BradleyEnergyCenterUNIT4,16,0.0,CT,Gas,19.471804288447856
16,BradleyEnergyCenterUNIT4,17,0.0,CT,Gas,19.471804288447856
17,BradleyEnergyCenterUNIT4,18,0.0,CT,Gas,19.471804288447856
18,BradleyEnergyCenterUNIT4,19,0.0,CT,Gas,19.471804288447856
19,BradleyEnergyCenterUNIT4,20,0.0,CT,Gas,19.471804288447856
20,BradleyEnergyCenterUNIT4,21,0.0,CT,Gas,19.471804288447856
21,BradleyEnergyCenterUNIT4,22,0.0,CT,Gas,19.471804288447856
22,BradleyEnergyCenterUNIT4,23,0.0,CT,Gas,19.471804288447856
23,BradleyEnergyCenterUNIT4,24,0.0,CT,Gas,19.471804288447856
24,CPVTowanticEnergyCenterSTG,1,0.0,CT,Gas,23.893288698768274
25,CPVTowanticEnergyCenterSTG,2,0.0,CT,Gas,23.893288698768274
26,CPVTowanticEnergyCenterSTG,3,0.0,CT,Gas,23.893288698768274
27,CPVTowanticEnergyCenterSTG,4,0.0,CT,Gas,23.893288698768274
28,CPVTowanticEnergyCenterSTG,5,0.0,CT,Gas,23.893288698768274
29,CPVTowanticEnergyCenterSTG,6,0.0,CT,Gas,23.893288698768274
30,CPVTowanticEnergyCenterSTG,7,0.0,CT,Gas,23.893288698768274
31,CPVTowanticEnergyCenterSTG,8,0.0,CT,Gas,23.893288698768274
32,CPVTowanticEnergyCenterSTG,9,0.0,CT,Gas,23.893288698768274
33,CPVTowanticEnergyCenterSTG,10,0.0,CT,Gas,23.893288698768274
34,CPVTowanticEnergyCenterSTG,11,0.0,CT,Gas,23.893288698768274
35,CPVTowanticEnergyCenterSTG,12,0.0,CT,Gas,23.893288698768274
36,CPVTowanticEnergyCenterSTG,13,0.0,CT,Gas,23.893288698768274
37,CPVTowanticEnergyCenterSTG,14,0.0,CT,Gas,23.893288698768274
38,CPVTowanticEnergyCenterSTG,15,0.0,CT,Gas,23.893288698768274
39,CPVTowanticEnergyCenterSTG,16,0.0,CT,Gas,23.893288698768274
40,CPVTowanticEnergyCenterSTG,17,0.0,CT,Gas,23.893288698768274
41,CPVTowanticEnergyCenterSTG,18,0.0,CT,Gas,23.893288698768274
42,CPVTowanticEnergyCenterSTG,19,0.0,CT,Gas,23.893288698768274
43,CPVTowanticEnergyCenterSTG,20,0.0,CT,Gas,23.893288698768274
44,CPVTowanticEnergyCenterSTG,21,0.0,CT,Gas,23.893288698768274
45,CPVTowanticEnergyCenterSTG,22,0.0,CT,Gas,23.893288698768274
46,CPVTowanticEnergyCenterSTG,23,0.0,CT,Gas,23.893288698768274
47,CPVTowanticEnergyCenterSTG,24,0.0,CT,Gas,23.893288698768274
48,BackusMicrogridProjectBMP2,1,0.0,CT,Oil,341.65203348757734
49,BackusMicrogridProjectBMP2,2,0.0,CT,Oil,341.65203348757734
50,BackusMicrogridProjectBMP2,3,0.0,CT,Oil,341.65203348757734
51,BackusMicrogridProjectBMP2,4,0.0,CT,Oil,341.65203348757734
52,BackusMicrogridProjectBMP2,5,0.0,CT,Oil,341.65203348757734
53,BackusMicrogridProjectBMP2,6,0.0,CT,Oil,341.65203348757734
54,BackusMicrogridProjectBMP2,7,0.0,CT,Oil,341.65203348757734
55,BackusMicrogridProjectBMP2,8,0.0,CT,Oil,341.65203348757734
56,BackusMicrogridProjectBMP2,9,0.0,CT,Oil,341.65203348757734
57,BackusMicrogridProjectBMP2,10,0.0,CT,Oil,341.65203348757734
58,BackusMicrogridProjectBMP2,11,0.0,CT,Oil,341.65203348757734
59,BackusMicrogridProjectBMP2,12,0.0,CT,Oil,341.65203348757734
60,BackusMicrogridProjectBMP2,13,0.0,CT,Oil,341.65203348757734
