,Source,Sink,Time,Value
0,SEMA,SEMA,1,0.0
1,SEMA,SEMA,2,0.0
2,SEMA,SEMA,3,0.0
3,SEMA,SEMA,4,0.0
4,SEMA,SEMA,5,0.0
5,SEMA,SEMA,6,0.0
6,SEMA,SEMA,7,0.0
7,SEMA,SEMA,8,0.0
8,SEMA,SEMA,9,0.0
9,SEMA,SEMA,10,0.0
10,SEMA,SEMA,11,0.0
11,SEMA,SEMA,12,0.0
12,SEMA,SEMA,13,0.0
13,SEMA,SEMA,14,0.0
14,SEMA,SEMA,15,0.0
15,SEMA,SEMA,16,0.0
16,SEMA,SEMA,17,0.0
17,SEMA,SEMA,18,0.0
18,SEMA,SEMA,19,0.0
19,SEMA,SEMA,20,0.0
20,SEMA,SEMA,21,0.0
21,SEMA,SEMA,22,0.0
22,SEMA,SEMA,23,0.0
23,SEMA,SEMA,24,0.0
24,SEMA,RI,1,0.0
25,SEMA,RI,2,0.0
26,SEMA,RI,3,0.0
27,SEMA,RI,4,0.0
28,SEMA,RI,5,0.0
29,SEMA,RI,6,0.0
30,SEMA,RI,7,0.0
31,SEMA,RI,8,0.0
32,SEMA,RI,9,0.0
33,SEMA,RI,10,0.0
34,SEMA,RI,11,0.0
35,SEMA,RI,12,0.0
36,SEMA,RI,13,0.0
37,SEMA,RI,14,0.0
38,SEMA,RI,15,0.0
39,SEMA,RI,16,0.0
40,SEMA,RI,17,0.0
41,SEMA,RI,18,0.0
42,SEMA,RI,19,0.0
43,SEMA,RI,20,0.0
44,SEMA,RI,21,0.0
45,SEMA,RI,22,0.0
46,SEMA,RI,23,0.0
47,SEMA,RI,24,0.0
48,SEMA,VT,1,0.0
49,SEMA,VT,2,0.0
50,SEMA,VT,3,0.0
51,SEMA,VT,4,0.0
52,SEMA,VT,5,0.0
53,SEMA,VT,6,0.0
54,SEMA,VT,7,0.0
55,SEMA,VT,8,0.0
56,SEMA,VT,9,0.0
57,SEMA,VT,10,0.0
58,SEMA,VT,11,0.0
59,SEMA,VT,12,0.0
60,SEMA,VT,13,0.0
61,SEMA,VT,14,0.0
62,SEMA,VT,15,0.0
63,SEMA,VT,16,0.0
64,SEMA,VT,17,0.0
65,SEMA,VT,18,0.0
66,SEMA,VT,19,0.0
67,SEMA,VT,20,0.0
68,SEMA,VT,21,0.0
69,SEMA,VT,22,0.0
70,SEMA,VT,23,0.0
71,SEMA,VT,24,0.0
72,SEMA,NH,1,0.0
73,SEMA,NH,2,0.0
74,SEMA,NH,3,0.0
75,SEMA,NH,4,0.0
76,SEMA,NH,5,0.0
77,SEMA,NH,6,0.0
78,SEMA,NH,7,0.0
79,SEMA,NH,8,0.0
80,SEMA,NH,9,0.0
81,SEMA,NH,10,0.0
82,SEMA,NH,11,0.0
83,SEMA,NH,12,0.0
84,SEMA,NH,13,0.0
85,SEMA,NH,14,0.0
86,SEMA,NH,15,0.0
87,SEMA,NH,16,0.0
88,SEMA,NH,17,0.0
89,SEMA,NH,18,0.0
90,SEMA,NH,19,0.0
91,SEMA,NH,20,0.0
92,SEMA,NH,21,0.0
93,SEMA,NH,22,0.0
94,SEMA,NH,23,0.0
95,SEMA,NH,24,0.0
96,SEMA,WCMA,1,0.0
97,SEMA,WCMA,2,0.0
98,SEMA,WCMA,3,0.0
99,SEMA,WCMA,4,0.0
100,SEMA,WCMA,5,0.0
101,SEMA,WCMA,6,0.0
102,SEMA,WCMA,7,0.0
103,SEMA,WCMA,8,0.0
104,SEMA,WCMA,9,0.0
105,SEMA,WCMA,10,0.0
106,SEMA,WCMA,11,0.0
107,SEMA,WCMA,12,0.0
108,SEMA,WCMA,13,0.0
109,SEMA,WCMA,14,0.0
110,SEMA,WCMA,15,0.0
111,SEMA,WCMA,16,0.0
112,SEMA,WCMA,17,0.0
113,SEMA,WCMA,18,0.0
114,SEMA,WCMA,19,0.0
115,SEMA,WCMA,20,0.0
116,SEMA,WCMA,21,0.0
117,SEMA,WCMA,22,0.0
118,SEMA,WCMA,23,0.0
119,SEMA,WCMA,24,0.0
120,SEMA,NEMA,1,0.0
121,SEMA,NEMA,2,0.0
122,SEMA,NEMA,3,0.0
123,SEMA,NEMA,4,0.0
124,SEMA,NEMA,5,0.0
125,SEMA,NEMA,6,0.0
126,SEMA,NEMA,7,0.0
127,SEMA,NEMA,8,0.0
128,SEMA,NEMA,9,0.0
129,SEMA,NEMA,10,0.0
130,SEMA,NEMA,11,0.0
131,SEMA,NEMA,12,0.0
132,SEMA,NEMA,13,0.0
133,SEMA,NEMA,14,0.0
134,SEMA,NEMA,15,0.0
135,SEMA,NEMA,16,0.0
136,SEMA,NEMA,17,0.0
137,SEMA,NEMA,18,0.0
138,SEMA,NEMA,19,0.0
139,SEMA,NEMA,20,0.0
140,SEMA,NEMA,21,0.0
141,SEMA,NEMA,22,0.0
142,SEMA,NEMA,23,0.0
143,SEMA,NEMA,24,0.0
144,SEMA,CT,1,0.0
145,SEMA,CT,2,0.0
146,SEMA,CT,3,0.0
147,SEMA,CT,4,0.0
148,SEMA,CT,5,0.0
149,SEMA,CT,6,0.0
150,SEMA,CT,7,0.0
151,SEMA,CT,8,0.0
152,SEMA,CT,9,0.0
153,SEMA,CT,10,0.0
154,SEMA,CT,11,0.0
155,SEMA,CT,12,0.0
156,SEMA,CT,13,0.0
157,SEMA,CT,14,0.0
158,SEMA,CT,15,0.0
159,SEMA,CT,16,0.0
160,SEMA,CT,17,0.0
161,SEMA,CT,18,0.0
162,SEMA,CT,19,0.0
163,SEMA,CT,20,0.0
164,SEMA,CT,21,0.0
165,SEMA,CT,22,0.0
166,SEMA,CT,23,0.0
167,SEMA,CT,24,0.0
168,SEMA,ME,1,0.0
169,SEMA,ME,2,0.0
170,SEMA,ME,3,0.0
171,SEMA,ME,4,0.0
172,SEMA,ME,5,0.0
173,SEMA,ME,6,0.0
174,SEMA,ME,7,0.0
175,SEMA,ME,8,0.0
176,SEMA,ME,9,0.0
177,SEMA,ME,10,0.0
178,SEMA,ME,11,0.0
179,SEMA,ME,12,0.0
180,SEMA,ME,13,0.0
181,SEMA,ME,14,0.0
182,SEMA,ME,15,0.0
183,SEMA,ME,16,0.0
184,SEMA,ME,17,0.0
185,SEMA,ME,18,0.0
186,SEMA,ME,19,0.0
187,SEMA,ME,20,0.0
188,SEMA,ME,21,0.0
189,SEMA,ME,22,0.0
190,SEMA,ME,23,0.0
191,SEMA,ME,24,0.0
192,RI,SEMA,1,0.0
193,RI,SEMA,2,0.0
194,RI,SEMA,3,0.0
195,RI,SEMA,4,0.0
196,RI,SEMA,5,0.0
197,RI,SEMA,6,0.0
198,RI,SEMA,7,0.0
199,RI,SEMA,8,0.0
200,RI,SEMA,9,0.0
201,RI,SEMA,10,0.0
202,RI,SEMA,11,0.0
203,RI,SEMA,12,0.0
204,RI,SEMA,13,0.0
205,RI,SEMA,14,0.0
206,RI,SEMA,15,0.0
207,RI,SEMA,16,0.0
208,RI,SEMA,17,0.0
209,RI,SEMA,18,0.0
210,RI,SEMA,19,0.0
211,RI,SEMA,20,0.0
212,RI,SEMA,21,0.0
213,RI,SEMA,22,0.0
214,RI,SEMA,23,0.0
215,RI,SEMA,24,0.0
216,RI,RI,1,0.0
217,RI,RI,2,0.0
218,RI,RI,3,0.0
219,RI,RI,4,0.0
220,RI,RI,5,0.0
221,RI,RI,6,0.0
222,RI,RI,7,0.0
223,RI,RI,8,0.0
